Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Controller
ABILENE,2,8,9
ABILENE,2,8,10
ABILENE,2,8,6
ABILENE,2,9,10
ABILENE,2,9,8
ABILENE,2,9,6
ABILENE,2,10,9
ABILENE,2,10,8
ABILENE,2,10,6
ABILENE,2,6,9
ABILENE,2,6,10
ABILENE,2,6,8
ABILENE,3,7,1
ABILENE,3,7,6
ABILENE,3,7,2
ABILENE,3,1,7
ABILENE,3,1,6
ABILENE,3,1,2
ABILENE,3,2,7
ABILENE,3,2,1
ABILENE,3,2,6
ABILENE,3,6,7
ABILENE,3,6,1
ABILENE,3,6,2
ABILENE,4,7,5
ABILENE,4,7,2
ABILENE,4,2,7
ABILENE,4,2,5
ABILENE,4,5,7
ABILENE,4,5,2
ABVT,2,11,10
ABVT,2,11,1
ABVT,2,11,5
ABVT,2,1,10
ABVT,2,1,11
ABVT,2,1,5
ABVT,2,10,11
ABVT,2,10,1
ABVT,2,10,5
ABVT,2,5,10
ABVT,2,5,11
ABVT,2,5,1
ABVT,3,1,7
ABVT,3,1,21
ABVT,3,1,10
ABVT,3,21,7
ABVT,3,21,10
ABVT,3,21,1
ABVT,3,7,21
ABVT,3,7,1
ABVT,3,7,10
ABVT,3,10,7
ABVT,3,10,21
ABVT,3,10,1
ABVT,4,11,5
ABVT,4,11,1
ABVT,4,11,2
ABVT,4,11,0
ABVT,4,1,5
ABVT,4,1,11
ABVT,4,1,2
ABVT,4,1,0
ABVT,4,0,5
ABVT,4,0,11
ABVT,4,0,1
ABVT,4,0,2
ABVT,4,2,11
ABVT,4,2,1
ABVT,4,2,5
ABVT,4,2,0
ABVT,4,5,11
ABVT,4,5,1
ABVT,4,5,2
ABVT,4,5,0
AGIS,2,9,10
AGIS,2,9,3
AGIS,2,9,6
AGIS,2,9,19
AGIS,2,19,9
AGIS,2,19,10
AGIS,2,19,3
AGIS,2,19,6
AGIS,2,6,9
AGIS,2,6,10
AGIS,2,6,3
AGIS,2,6,19
AGIS,2,10,9
AGIS,2,10,3
AGIS,2,10,6
AGIS,2,10,19
AGIS,2,3,9
AGIS,2,3,10
AGIS,2,3,6
AGIS,2,3,19
AGIS,3,5,3
AGIS,3,5,14
AGIS,3,5,7
AGIS,3,5,9
AGIS,3,5,2
AGIS,3,7,3
AGIS,3,7,14
AGIS,3,7,9
AGIS,3,7,2
AGIS,3,7,5
AGIS,3,2,3
AGIS,3,2,14
AGIS,3,2,7
AGIS,3,2,9
AGIS,3,2,5
AGIS,3,9,3
AGIS,3,9,14
AGIS,3,9,7
AGIS,3,9,2
AGIS,3,9,5
AGIS,3,3,14
AGIS,3,3,7
AGIS,3,3,9
AGIS,3,3,2
AGIS,3,3,5
AGIS,3,14,3
AGIS,3,14,7
AGIS,3,14,9
AGIS,3,14,2
AGIS,3,14,5
AGIS,4,9,3
AGIS,4,9,6
AGIS,4,9,2
AGIS,4,9,19
AGIS,4,3,9
AGIS,4,3,6
AGIS,4,3,2
AGIS,4,3,19
AGIS,4,19,9
AGIS,4,19,3
AGIS,4,19,6
AGIS,4,19,2
AGIS,4,6,9
AGIS,4,6,3
AGIS,4,6,2
AGIS,4,6,19
AGIS,4,2,9
AGIS,4,2,3
AGIS,4,2,6
AGIS,4,2,19
ARN.GRAPHML,2,22,8
ARN.GRAPHML,2,22,24
ARN.GRAPHML,2,8,24
ARN.GRAPHML,2,8,22
ARN.GRAPHML,2,24,8
ARN.GRAPHML,2,24,22
ARN.GRAPHML,3,8,4
ARN.GRAPHML,3,4,8
ARN.GRAPHML,4,7,18
ARN.GRAPHML,4,7,29
ARN.GRAPHML,4,29,7
ARN.GRAPHML,4,29,18
ARN.GRAPHML,4,18,7
ARN.GRAPHML,4,18,29
BELLCANADA,2,33,27
BELLCANADA,2,33,8
BELLCANADA,2,33,21
BELLCANADA,2,33,14
BELLCANADA,2,33,45
BELLCANADA,2,33,31
BELLCANADA,2,33,2
BELLCANADA,2,33,29
BELLCANADA,2,33,16
BELLCANADA,2,33,4
BELLCANADA,2,2,27
BELLCANADA,2,2,8
BELLCANADA,2,2,21
BELLCANADA,2,2,33
BELLCANADA,2,2,14
BELLCANADA,2,2,45
BELLCANADA,2,2,31
BELLCANADA,2,2,29
BELLCANADA,2,2,16
BELLCANADA,2,2,4
BELLCANADA,2,4,27
BELLCANADA,2,4,8
BELLCANADA,2,4,21
BELLCANADA,2,4,33
BELLCANADA,2,4,14
BELLCANADA,2,4,45
BELLCANADA,2,4,31
BELLCANADA,2,4,2
BELLCANADA,2,4,29
BELLCANADA,2,4,16
BELLCANADA,2,27,8
BELLCANADA,2,27,21
BELLCANADA,2,27,33
BELLCANADA,2,27,14
BELLCANADA,2,27,45
BELLCANADA,2,27,31
BELLCANADA,2,27,2
BELLCANADA,2,27,29
BELLCANADA,2,27,16
BELLCANADA,2,27,4
BELLCANADA,2,16,27
BELLCANADA,2,16,8
BELLCANADA,2,16,21
BELLCANADA,2,16,33
BELLCANADA,2,16,14
BELLCANADA,2,16,45
BELLCANADA,2,16,31
BELLCANADA,2,16,2
BELLCANADA,2,16,29
BELLCANADA,2,16,4
BELLCANADA,2,31,27
BELLCANADA,2,31,8
BELLCANADA,2,31,21
BELLCANADA,2,31,33
BELLCANADA,2,31,14
BELLCANADA,2,31,45
BELLCANADA,2,31,2
BELLCANADA,2,31,29
BELLCANADA,2,31,16
BELLCANADA,2,31,4
BELLCANADA,2,8,27
BELLCANADA,2,8,21
BELLCANADA,2,8,33
BELLCANADA,2,8,14
BELLCANADA,2,8,45
BELLCANADA,2,8,31
BELLCANADA,2,8,2
BELLCANADA,2,8,29
BELLCANADA,2,8,16
BELLCANADA,2,8,4
BELLCANADA,2,14,27
BELLCANADA,2,14,8
BELLCANADA,2,14,21
BELLCANADA,2,14,33
BELLCANADA,2,14,45
BELLCANADA,2,14,31
BELLCANADA,2,14,2
BELLCANADA,2,14,29
BELLCANADA,2,14,16
BELLCANADA,2,14,4
BELLCANADA,2,21,27
BELLCANADA,2,21,8
BELLCANADA,2,21,33
BELLCANADA,2,21,14
BELLCANADA,2,21,45
BELLCANADA,2,21,31
BELLCANADA,2,21,2
BELLCANADA,2,21,29
BELLCANADA,2,21,16
BELLCANADA,2,21,4
BELLCANADA,2,29,27
BELLCANADA,2,29,8
BELLCANADA,2,29,21
BELLCANADA,2,29,33
BELLCANADA,2,29,14
BELLCANADA,2,29,45
BELLCANADA,2,29,31
BELLCANADA,2,29,2
BELLCANADA,2,29,16
BELLCANADA,2,29,4
BELLCANADA,2,45,27
BELLCANADA,2,45,8
BELLCANADA,2,45,21
BELLCANADA,2,45,33
BELLCANADA,2,45,14
BELLCANADA,2,45,31
BELLCANADA,2,45,2
BELLCANADA,2,45,29
BELLCANADA,2,45,16
BELLCANADA,2,45,4
BELLCANADA,3,1,27
BELLCANADA,3,1,8
BELLCANADA,3,1,21
BELLCANADA,3,1,12
BELLCANADA,3,1,13
BELLCANADA,3,1,33
BELLCANADA,3,1,2
BELLCANADA,3,1,16
BELLCANADA,3,2,27
BELLCANADA,3,2,8
BELLCANADA,3,2,21
BELLCANADA,3,2,12
BELLCANADA,3,2,13
BELLCANADA,3,2,33
BELLCANADA,3,2,1
BELLCANADA,3,2,16
BELLCANADA,3,8,27
BELLCANADA,3,8,21
BELLCANADA,3,8,12
BELLCANADA,3,8,13
BELLCANADA,3,8,33
BELLCANADA,3,8,1
BELLCANADA,3,8,2
BELLCANADA,3,8,16
BELLCANADA,3,12,27
BELLCANADA,3,12,8
BELLCANADA,3,12,21
BELLCANADA,3,12,13
BELLCANADA,3,12,33
BELLCANADA,3,12,1
BELLCANADA,3,12,2
BELLCANADA,3,12,16
BELLCANADA,3,16,27
BELLCANADA,3,16,8
BELLCANADA,3,16,21
BELLCANADA,3,16,12
BELLCANADA,3,16,13
BELLCANADA,3,16,33
BELLCANADA,3,16,1
BELLCANADA,3,16,2
BELLCANADA,3,33,27
BELLCANADA,3,33,8
BELLCANADA,3,33,21
BELLCANADA,3,33,12
BELLCANADA,3,33,13
BELLCANADA,3,33,1
BELLCANADA,3,33,2
BELLCANADA,3,33,16
BELLCANADA,3,27,8
BELLCANADA,3,27,21
BELLCANADA,3,27,12
BELLCANADA,3,27,13
BELLCANADA,3,27,33
BELLCANADA,3,27,1
BELLCANADA,3,27,2
BELLCANADA,3,27,16
BELLCANADA,3,21,27
BELLCANADA,3,21,8
BELLCANADA,3,21,12
BELLCANADA,3,21,13
BELLCANADA,3,21,33
BELLCANADA,3,21,1
BELLCANADA,3,21,2
BELLCANADA,3,21,16
BELLCANADA,3,13,27
BELLCANADA,3,13,8
BELLCANADA,3,13,21
BELLCANADA,3,13,12
BELLCANADA,3,13,33
BELLCANADA,3,13,1
BELLCANADA,3,13,2
BELLCANADA,3,13,16
BELLCANADA,4,1,21
BELLCANADA,4,1,8
BELLCANADA,4,1,27
BELLCANADA,4,1,12
BELLCANADA,4,1,13
BELLCANADA,4,1,33
BELLCANADA,4,1,17
BELLCANADA,4,1,2
BELLCANADA,4,1,16
BELLCANADA,4,2,21
BELLCANADA,4,2,8
BELLCANADA,4,2,27
BELLCANADA,4,2,12
BELLCANADA,4,2,13
BELLCANADA,4,2,33
BELLCANADA,4,2,17
BELLCANADA,4,2,1
BELLCANADA,4,2,16
BELLCANADA,4,8,21
BELLCANADA,4,8,27
BELLCANADA,4,8,12
BELLCANADA,4,8,13
BELLCANADA,4,8,33
BELLCANADA,4,8,17
BELLCANADA,4,8,1
BELLCANADA,4,8,2
BELLCANADA,4,8,16
BELLCANADA,4,12,21
BELLCANADA,4,12,8
BELLCANADA,4,12,27
BELLCANADA,4,12,13
BELLCANADA,4,12,33
BELLCANADA,4,12,17
BELLCANADA,4,12,1
BELLCANADA,4,12,2
BELLCANADA,4,12,16
BELLCANADA,4,33,21
BELLCANADA,4,33,8
BELLCANADA,4,33,27
BELLCANADA,4,33,12
BELLCANADA,4,33,13
BELLCANADA,4,33,17
BELLCANADA,4,33,1
BELLCANADA,4,33,2
BELLCANADA,4,33,16
BELLCANADA,4,16,21
BELLCANADA,4,16,8
BELLCANADA,4,16,27
BELLCANADA,4,16,12
BELLCANADA,4,16,13
BELLCANADA,4,16,33
BELLCANADA,4,16,17
BELLCANADA,4,16,1
BELLCANADA,4,16,2
BELLCANADA,4,21,8
BELLCANADA,4,21,27
BELLCANADA,4,21,12
BELLCANADA,4,21,13
BELLCANADA,4,21,33
BELLCANADA,4,21,17
BELLCANADA,4,21,1
BELLCANADA,4,21,2
BELLCANADA,4,21,16
BELLCANADA,4,27,21
BELLCANADA,4,27,8
BELLCANADA,4,27,12
BELLCANADA,4,27,13
BELLCANADA,4,27,33
BELLCANADA,4,27,17
BELLCANADA,4,27,1
BELLCANADA,4,27,2
BELLCANADA,4,27,16
BELLCANADA,4,13,21
BELLCANADA,4,13,8
BELLCANADA,4,13,27
BELLCANADA,4,13,12
BELLCANADA,4,13,33
BELLCANADA,4,13,17
BELLCANADA,4,13,1
BELLCANADA,4,13,2
BELLCANADA,4,13,16
BELLCANADA,4,17,21
BELLCANADA,4,17,8
BELLCANADA,4,17,27
BELLCANADA,4,17,12
BELLCANADA,4,17,13
BELLCANADA,4,17,33
BELLCANADA,4,17,1
BELLCANADA,4,17,2
BELLCANADA,4,17,16
BELLSOUTH.GRAPHML,2,35,49
BELLSOUTH.GRAPHML,2,35,31
BELLSOUTH.GRAPHML,2,31,49
BELLSOUTH.GRAPHML,2,31,35
BELLSOUTH.GRAPHML,2,49,31
BELLSOUTH.GRAPHML,2,49,35
BELLSOUTH.GRAPHML,3,5,45
BELLSOUTH.GRAPHML,3,5,15
BELLSOUTH.GRAPHML,3,5,31
BELLSOUTH.GRAPHML,3,5,1
BELLSOUTH.GRAPHML,3,5,23
BELLSOUTH.GRAPHML,3,31,45
BELLSOUTH.GRAPHML,3,31,15
BELLSOUTH.GRAPHML,3,31,1
BELLSOUTH.GRAPHML,3,31,5
BELLSOUTH.GRAPHML,3,31,23
BELLSOUTH.GRAPHML,3,15,45
BELLSOUTH.GRAPHML,3,15,31
BELLSOUTH.GRAPHML,3,15,1
BELLSOUTH.GRAPHML,3,15,5
BELLSOUTH.GRAPHML,3,15,23
BELLSOUTH.GRAPHML,3,1,45
BELLSOUTH.GRAPHML,3,1,15
BELLSOUTH.GRAPHML,3,1,31
BELLSOUTH.GRAPHML,3,1,5
BELLSOUTH.GRAPHML,3,1,23
BELLSOUTH.GRAPHML,3,23,45
BELLSOUTH.GRAPHML,3,23,15
BELLSOUTH.GRAPHML,3,23,31
BELLSOUTH.GRAPHML,3,23,1
BELLSOUTH.GRAPHML,3,23,5
BELLSOUTH.GRAPHML,3,45,15
BELLSOUTH.GRAPHML,3,45,31
BELLSOUTH.GRAPHML,3,45,1
BELLSOUTH.GRAPHML,3,45,5
BELLSOUTH.GRAPHML,3,45,23
BELLSOUTH.GRAPHML,4,46,21
BELLSOUTH.GRAPHML,4,46,26
BELLSOUTH.GRAPHML,4,46,33
BELLSOUTH.GRAPHML,4,46,49
BELLSOUTH.GRAPHML,4,46,48
BELLSOUTH.GRAPHML,4,46,31
BELLSOUTH.GRAPHML,4,46,42
BELLSOUTH.GRAPHML,4,46,50
BELLSOUTH.GRAPHML,4,46,28
BELLSOUTH.GRAPHML,4,50,21
BELLSOUTH.GRAPHML,4,50,26
BELLSOUTH.GRAPHML,4,50,33
BELLSOUTH.GRAPHML,4,50,49
BELLSOUTH.GRAPHML,4,50,48
BELLSOUTH.GRAPHML,4,50,31
BELLSOUTH.GRAPHML,4,50,46
BELLSOUTH.GRAPHML,4,50,42
BELLSOUTH.GRAPHML,4,50,28
BELLSOUTH.GRAPHML,4,33,21
BELLSOUTH.GRAPHML,4,33,26
BELLSOUTH.GRAPHML,4,33,49
BELLSOUTH.GRAPHML,4,33,48
BELLSOUTH.GRAPHML,4,33,31
BELLSOUTH.GRAPHML,4,33,46
BELLSOUTH.GRAPHML,4,33,42
BELLSOUTH.GRAPHML,4,33,50
BELLSOUTH.GRAPHML,4,33,28
BELLSOUTH.GRAPHML,4,42,21
BELLSOUTH.GRAPHML,4,42,26
BELLSOUTH.GRAPHML,4,42,33
BELLSOUTH.GRAPHML,4,42,49
BELLSOUTH.GRAPHML,4,42,48
BELLSOUTH.GRAPHML,4,42,31
BELLSOUTH.GRAPHML,4,42,46
BELLSOUTH.GRAPHML,4,42,50
BELLSOUTH.GRAPHML,4,42,28
BELLSOUTH.GRAPHML,4,28,21
BELLSOUTH.GRAPHML,4,28,26
BELLSOUTH.GRAPHML,4,28,33
BELLSOUTH.GRAPHML,4,28,49
BELLSOUTH.GRAPHML,4,28,48
BELLSOUTH.GRAPHML,4,28,31
BELLSOUTH.GRAPHML,4,28,46
BELLSOUTH.GRAPHML,4,28,42
BELLSOUTH.GRAPHML,4,28,50
BELLSOUTH.GRAPHML,4,48,21
BELLSOUTH.GRAPHML,4,48,26
BELLSOUTH.GRAPHML,4,48,33
BELLSOUTH.GRAPHML,4,48,49
BELLSOUTH.GRAPHML,4,48,31
BELLSOUTH.GRAPHML,4,48,46
BELLSOUTH.GRAPHML,4,48,42
BELLSOUTH.GRAPHML,4,48,50
BELLSOUTH.GRAPHML,4,48,28
BELLSOUTH.GRAPHML,4,21,26
BELLSOUTH.GRAPHML,4,21,33
BELLSOUTH.GRAPHML,4,21,49
BELLSOUTH.GRAPHML,4,21,48
BELLSOUTH.GRAPHML,4,21,31
BELLSOUTH.GRAPHML,4,21,46
BELLSOUTH.GRAPHML,4,21,42
BELLSOUTH.GRAPHML,4,21,50
BELLSOUTH.GRAPHML,4,21,28
BELLSOUTH.GRAPHML,4,26,21
BELLSOUTH.GRAPHML,4,26,33
BELLSOUTH.GRAPHML,4,26,49
BELLSOUTH.GRAPHML,4,26,48
BELLSOUTH.GRAPHML,4,26,31
BELLSOUTH.GRAPHML,4,26,46
BELLSOUTH.GRAPHML,4,26,42
BELLSOUTH.GRAPHML,4,26,50
BELLSOUTH.GRAPHML,4,26,28
BELLSOUTH.GRAPHML,4,49,21
BELLSOUTH.GRAPHML,4,49,26
BELLSOUTH.GRAPHML,4,49,33
BELLSOUTH.GRAPHML,4,49,48
BELLSOUTH.GRAPHML,4,49,31
BELLSOUTH.GRAPHML,4,49,46
BELLSOUTH.GRAPHML,4,49,42
BELLSOUTH.GRAPHML,4,49,50
BELLSOUTH.GRAPHML,4,49,28
BELLSOUTH.GRAPHML,4,31,21
BELLSOUTH.GRAPHML,4,31,26
BELLSOUTH.GRAPHML,4,31,33
BELLSOUTH.GRAPHML,4,31,49
BELLSOUTH.GRAPHML,4,31,48
BELLSOUTH.GRAPHML,4,31,46
BELLSOUTH.GRAPHML,4,31,42
BELLSOUTH.GRAPHML,4,31,50
BELLSOUTH.GRAPHML,4,31,28
BICS.GRAPHML,2,19,21
BICS.GRAPHML,2,19,13
BICS.GRAPHML,2,19,22
BICS.GRAPHML,2,19,14
BICS.GRAPHML,2,19,15
BICS.GRAPHML,2,19,1
BICS.GRAPHML,2,14,21
BICS.GRAPHML,2,14,13
BICS.GRAPHML,2,14,22
BICS.GRAPHML,2,14,15
BICS.GRAPHML,2,14,1
BICS.GRAPHML,2,14,19
BICS.GRAPHML,2,13,21
BICS.GRAPHML,2,13,22
BICS.GRAPHML,2,13,14
BICS.GRAPHML,2,13,15
BICS.GRAPHML,2,13,1
BICS.GRAPHML,2,13,19
BICS.GRAPHML,2,22,21
BICS.GRAPHML,2,22,13
BICS.GRAPHML,2,22,14
BICS.GRAPHML,2,22,15
BICS.GRAPHML,2,22,1
BICS.GRAPHML,2,22,19
BICS.GRAPHML,2,15,21
BICS.GRAPHML,2,15,13
BICS.GRAPHML,2,15,22
BICS.GRAPHML,2,15,14
BICS.GRAPHML,2,15,1
BICS.GRAPHML,2,15,19
BICS.GRAPHML,2,21,13
BICS.GRAPHML,2,21,22
BICS.GRAPHML,2,21,14
BICS.GRAPHML,2,21,15
BICS.GRAPHML,2,21,1
BICS.GRAPHML,2,21,19
BICS.GRAPHML,2,1,21
BICS.GRAPHML,2,1,13
BICS.GRAPHML,2,1,22
BICS.GRAPHML,2,1,14
BICS.GRAPHML,2,1,15
BICS.GRAPHML,2,1,19
BICS.GRAPHML,3,13,20
BICS.GRAPHML,3,13,12
BICS.GRAPHML,3,13,28
BICS.GRAPHML,3,13,24
BICS.GRAPHML,3,13,16
BICS.GRAPHML,3,13,5
BICS.GRAPHML,3,12,20
BICS.GRAPHML,3,12,13
BICS.GRAPHML,3,12,28
BICS.GRAPHML,3,12,24
BICS.GRAPHML,3,12,16
BICS.GRAPHML,3,12,5
BICS.GRAPHML,3,24,20
BICS.GRAPHML,3,24,13
BICS.GRAPHML,3,24,12
BICS.GRAPHML,3,24,5
BICS.GRAPHML,3,24,28
BICS.GRAPHML,3,24,16
BICS.GRAPHML,3,20,13
BICS.GRAPHML,3,20,12
BICS.GRAPHML,3,20,5
BICS.GRAPHML,3,20,24
BICS.GRAPHML,3,20,28
BICS.GRAPHML,3,20,16
BICS.GRAPHML,3,5,20
BICS.GRAPHML,3,5,13
BICS.GRAPHML,3,5,12
BICS.GRAPHML,3,5,24
BICS.GRAPHML,3,5,28
BICS.GRAPHML,3,5,16
BICS.GRAPHML,3,16,20
BICS.GRAPHML,3,16,13
BICS.GRAPHML,3,16,12
BICS.GRAPHML,3,16,24
BICS.GRAPHML,3,16,28
BICS.GRAPHML,3,16,5
BICS.GRAPHML,3,28,20
BICS.GRAPHML,3,28,13
BICS.GRAPHML,3,28,12
BICS.GRAPHML,3,28,24
BICS.GRAPHML,3,28,16
BICS.GRAPHML,3,28,5
BICS.GRAPHML,4,14,8
BICS.GRAPHML,4,14,13
BICS.GRAPHML,4,14,22
BICS.GRAPHML,4,14,15
BICS.GRAPHML,4,14,19
BICS.GRAPHML,4,14,16
BICS.GRAPHML,4,14,5
BICS.GRAPHML,4,13,8
BICS.GRAPHML,4,13,22
BICS.GRAPHML,4,13,14
BICS.GRAPHML,4,13,15
BICS.GRAPHML,4,13,19
BICS.GRAPHML,4,13,16
BICS.GRAPHML,4,13,5
BICS.GRAPHML,4,15,8
BICS.GRAPHML,4,15,13
BICS.GRAPHML,4,15,22
BICS.GRAPHML,4,15,14
BICS.GRAPHML,4,15,19
BICS.GRAPHML,4,15,16
BICS.GRAPHML,4,15,5
BICS.GRAPHML,4,19,8
BICS.GRAPHML,4,19,13
BICS.GRAPHML,4,19,22
BICS.GRAPHML,4,19,14
BICS.GRAPHML,4,19,15
BICS.GRAPHML,4,19,16
BICS.GRAPHML,4,19,5
BICS.GRAPHML,4,22,8
BICS.GRAPHML,4,22,13
BICS.GRAPHML,4,22,14
BICS.GRAPHML,4,22,15
BICS.GRAPHML,4,22,19
BICS.GRAPHML,4,22,16
BICS.GRAPHML,4,22,5
BICS.GRAPHML,4,5,8
BICS.GRAPHML,4,5,13
BICS.GRAPHML,4,5,22
BICS.GRAPHML,4,5,14
BICS.GRAPHML,4,5,15
BICS.GRAPHML,4,5,19
BICS.GRAPHML,4,5,16
BICS.GRAPHML,4,16,8
BICS.GRAPHML,4,16,13
BICS.GRAPHML,4,16,22
BICS.GRAPHML,4,16,14
BICS.GRAPHML,4,16,15
BICS.GRAPHML,4,16,19
BICS.GRAPHML,4,16,5
BICS.GRAPHML,4,8,13
BICS.GRAPHML,4,8,22
BICS.GRAPHML,4,8,14
BICS.GRAPHML,4,8,15
BICS.GRAPHML,4,8,19
BICS.GRAPHML,4,8,16
BICS.GRAPHML,4,8,5
CERNET.GRAPHML,2,21,28
CERNET.GRAPHML,2,21,24
CERNET.GRAPHML,2,21,37
CERNET.GRAPHML,2,24,21
CERNET.GRAPHML,2,24,28
CERNET.GRAPHML,2,24,37
CERNET.GRAPHML,2,28,21
CERNET.GRAPHML,2,28,24
CERNET.GRAPHML,2,28,37
CERNET.GRAPHML,2,37,21
CERNET.GRAPHML,2,37,24
CERNET.GRAPHML,2,37,28
CERNET.GRAPHML,3,9,20
CERNET.GRAPHML,3,9,26
CERNET.GRAPHML,3,9,12
CERNET.GRAPHML,3,9,14
CERNET.GRAPHML,3,9,39
CERNET.GRAPHML,3,9,1
CERNET.GRAPHML,3,9,38
CERNET.GRAPHML,3,20,26
CERNET.GRAPHML,3,20,12
CERNET.GRAPHML,3,20,14
CERNET.GRAPHML,3,20,9
CERNET.GRAPHML,3,20,39
CERNET.GRAPHML,3,20,1
CERNET.GRAPHML,3,20,38
CERNET.GRAPHML,3,26,20
CERNET.GRAPHML,3,26,12
CERNET.GRAPHML,3,26,14
CERNET.GRAPHML,3,26,9
CERNET.GRAPHML,3,26,39
CERNET.GRAPHML,3,26,1
CERNET.GRAPHML,3,26,38
CERNET.GRAPHML,3,38,20
CERNET.GRAPHML,3,38,26
CERNET.GRAPHML,3,38,12
CERNET.GRAPHML,3,38,14
CERNET.GRAPHML,3,38,9
CERNET.GRAPHML,3,38,39
CERNET.GRAPHML,3,38,1
CERNET.GRAPHML,3,14,20
CERNET.GRAPHML,3,14,26
CERNET.GRAPHML,3,14,12
CERNET.GRAPHML,3,14,9
CERNET.GRAPHML,3,14,39
CERNET.GRAPHML,3,14,1
CERNET.GRAPHML,3,14,38
CERNET.GRAPHML,3,12,20
CERNET.GRAPHML,3,12,26
CERNET.GRAPHML,3,12,14
CERNET.GRAPHML,3,12,9
CERNET.GRAPHML,3,12,39
CERNET.GRAPHML,3,12,1
CERNET.GRAPHML,3,12,38
CERNET.GRAPHML,3,39,20
CERNET.GRAPHML,3,39,26
CERNET.GRAPHML,3,39,12
CERNET.GRAPHML,3,39,14
CERNET.GRAPHML,3,39,9
CERNET.GRAPHML,3,39,1
CERNET.GRAPHML,3,39,38
CERNET.GRAPHML,3,1,20
CERNET.GRAPHML,3,1,26
CERNET.GRAPHML,3,1,12
CERNET.GRAPHML,3,1,14
CERNET.GRAPHML,3,1,9
CERNET.GRAPHML,3,1,39
CERNET.GRAPHML,3,1,38
CERNET.GRAPHML,4,38,27
CERNET.GRAPHML,4,38,26
CERNET.GRAPHML,4,38,20
CERNET.GRAPHML,4,38,25
CERNET.GRAPHML,4,38,32
CERNET.GRAPHML,4,38,39
CERNET.GRAPHML,4,38,30
CERNET.GRAPHML,4,38,16
CERNET.GRAPHML,4,39,27
CERNET.GRAPHML,4,39,26
CERNET.GRAPHML,4,39,20
CERNET.GRAPHML,4,39,25
CERNET.GRAPHML,4,39,32
CERNET.GRAPHML,4,39,38
CERNET.GRAPHML,4,39,30
CERNET.GRAPHML,4,39,16
CERNET.GRAPHML,4,16,27
CERNET.GRAPHML,4,16,26
CERNET.GRAPHML,4,16,20
CERNET.GRAPHML,4,16,25
CERNET.GRAPHML,4,16,32
CERNET.GRAPHML,4,16,39
CERNET.GRAPHML,4,16,38
CERNET.GRAPHML,4,16,30
CERNET.GRAPHML,4,30,27
CERNET.GRAPHML,4,30,26
CERNET.GRAPHML,4,30,20
CERNET.GRAPHML,4,30,25
CERNET.GRAPHML,4,30,32
CERNET.GRAPHML,4,30,39
CERNET.GRAPHML,4,30,38
CERNET.GRAPHML,4,30,16
CERNET.GRAPHML,4,26,27
CERNET.GRAPHML,4,26,20
CERNET.GRAPHML,4,26,25
CERNET.GRAPHML,4,26,32
CERNET.GRAPHML,4,26,39
CERNET.GRAPHML,4,26,38
CERNET.GRAPHML,4,26,30
CERNET.GRAPHML,4,26,16
CERNET.GRAPHML,4,27,26
CERNET.GRAPHML,4,27,20
CERNET.GRAPHML,4,27,25
CERNET.GRAPHML,4,27,32
CERNET.GRAPHML,4,27,39
CERNET.GRAPHML,4,27,38
CERNET.GRAPHML,4,27,30
CERNET.GRAPHML,4,27,16
CERNET.GRAPHML,4,20,27
CERNET.GRAPHML,4,20,26
CERNET.GRAPHML,4,20,25
CERNET.GRAPHML,4,20,32
CERNET.GRAPHML,4,20,39
CERNET.GRAPHML,4,20,38
CERNET.GRAPHML,4,20,30
CERNET.GRAPHML,4,20,16
CERNET.GRAPHML,4,32,27
CERNET.GRAPHML,4,32,26
CERNET.GRAPHML,4,32,20
CERNET.GRAPHML,4,32,25
CERNET.GRAPHML,4,32,39
CERNET.GRAPHML,4,32,38
CERNET.GRAPHML,4,32,30
CERNET.GRAPHML,4,32,16
CERNET.GRAPHML,4,25,27
CERNET.GRAPHML,4,25,26
CERNET.GRAPHML,4,25,20
CERNET.GRAPHML,4,25,32
CERNET.GRAPHML,4,25,39
CERNET.GRAPHML,4,25,38
CERNET.GRAPHML,4,25,30
CERNET.GRAPHML,4,25,16
CESNET200706.GRAPHML,2,40,7
CESNET200706.GRAPHML,2,40,43
CESNET200706.GRAPHML,2,40,0
CESNET200706.GRAPHML,2,7,40
CESNET200706.GRAPHML,2,7,43
CESNET200706.GRAPHML,2,7,0
CESNET200706.GRAPHML,2,43,7
CESNET200706.GRAPHML,2,43,40
CESNET200706.GRAPHML,2,43,0
CESNET200706.GRAPHML,2,0,7
CESNET200706.GRAPHML,2,0,43
CESNET200706.GRAPHML,2,0,40
CESNET200706.GRAPHML,3,28,20
CESNET200706.GRAPHML,3,28,22
CESNET200706.GRAPHML,3,28,36
CESNET200706.GRAPHML,3,28,14
CESNET200706.GRAPHML,3,28,15
CESNET200706.GRAPHML,3,28,7
CESNET200706.GRAPHML,3,28,18
CESNET200706.GRAPHML,3,28,43
CESNET200706.GRAPHML,3,15,20
CESNET200706.GRAPHML,3,15,22
CESNET200706.GRAPHML,3,15,36
CESNET200706.GRAPHML,3,15,14
CESNET200706.GRAPHML,3,15,7
CESNET200706.GRAPHML,3,15,18
CESNET200706.GRAPHML,3,15,43
CESNET200706.GRAPHML,3,15,28
CESNET200706.GRAPHML,3,18,20
CESNET200706.GRAPHML,3,18,22
CESNET200706.GRAPHML,3,18,36
