Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Controller
CESNET200706.GRAPHML,3,18,14
CESNET200706.GRAPHML,3,18,15
CESNET200706.GRAPHML,3,18,7
CESNET200706.GRAPHML,3,18,43
CESNET200706.GRAPHML,3,18,28
CESNET200706.GRAPHML,3,14,20
CESNET200706.GRAPHML,3,14,22
CESNET200706.GRAPHML,3,14,36
CESNET200706.GRAPHML,3,14,15
CESNET200706.GRAPHML,3,14,7
CESNET200706.GRAPHML,3,14,18
CESNET200706.GRAPHML,3,14,43
CESNET200706.GRAPHML,3,14,28
CESNET200706.GRAPHML,3,20,22
CESNET200706.GRAPHML,3,20,36
CESNET200706.GRAPHML,3,20,14
CESNET200706.GRAPHML,3,20,15
CESNET200706.GRAPHML,3,20,7
CESNET200706.GRAPHML,3,20,18
CESNET200706.GRAPHML,3,20,43
CESNET200706.GRAPHML,3,20,28
CESNET200706.GRAPHML,3,22,20
CESNET200706.GRAPHML,3,22,36
CESNET200706.GRAPHML,3,22,14
CESNET200706.GRAPHML,3,22,15
CESNET200706.GRAPHML,3,22,7
CESNET200706.GRAPHML,3,22,18
CESNET200706.GRAPHML,3,22,43
CESNET200706.GRAPHML,3,22,28
CESNET200706.GRAPHML,3,36,20
CESNET200706.GRAPHML,3,36,22
CESNET200706.GRAPHML,3,36,14
CESNET200706.GRAPHML,3,36,15
CESNET200706.GRAPHML,3,36,7
CESNET200706.GRAPHML,3,36,18
CESNET200706.GRAPHML,3,36,43
CESNET200706.GRAPHML,3,36,28
CESNET200706.GRAPHML,3,43,20
CESNET200706.GRAPHML,3,43,22
CESNET200706.GRAPHML,3,43,36
CESNET200706.GRAPHML,3,43,14
CESNET200706.GRAPHML,3,43,15
CESNET200706.GRAPHML,3,43,7
CESNET200706.GRAPHML,3,43,18
CESNET200706.GRAPHML,3,43,28
CESNET200706.GRAPHML,3,7,20
CESNET200706.GRAPHML,3,7,22
CESNET200706.GRAPHML,3,7,36
CESNET200706.GRAPHML,3,7,14
CESNET200706.GRAPHML,3,7,15
CESNET200706.GRAPHML,3,7,18
CESNET200706.GRAPHML,3,7,43
CESNET200706.GRAPHML,3,7,28
CESNET200706.GRAPHML,4,6,20
CESNET200706.GRAPHML,4,6,12
CESNET200706.GRAPHML,4,6,36
CESNET200706.GRAPHML,4,6,43
CESNET200706.GRAPHML,4,6,30
CESNET200706.GRAPHML,4,12,20
CESNET200706.GRAPHML,4,12,36
CESNET200706.GRAPHML,4,12,6
CESNET200706.GRAPHML,4,12,43
CESNET200706.GRAPHML,4,12,30
CESNET200706.GRAPHML,4,36,20
CESNET200706.GRAPHML,4,36,12
CESNET200706.GRAPHML,4,36,6
CESNET200706.GRAPHML,4,36,43
CESNET200706.GRAPHML,4,36,30
CESNET200706.GRAPHML,4,30,20
CESNET200706.GRAPHML,4,30,12
CESNET200706.GRAPHML,4,30,36
CESNET200706.GRAPHML,4,30,6
CESNET200706.GRAPHML,4,30,43
CESNET200706.GRAPHML,4,20,12
CESNET200706.GRAPHML,4,20,36
CESNET200706.GRAPHML,4,20,6
CESNET200706.GRAPHML,4,20,43
CESNET200706.GRAPHML,4,20,30
CESNET200706.GRAPHML,4,43,20
CESNET200706.GRAPHML,4,43,12
CESNET200706.GRAPHML,4,43,36
CESNET200706.GRAPHML,4,43,6
CESNET200706.GRAPHML,4,43,30
CHINANET.GRAPHML,2,39,27
CHINANET.GRAPHML,2,39,8
CHINANET.GRAPHML,2,39,28
CHINANET.GRAPHML,2,39,38
CHINANET.GRAPHML,2,39,25
CHINANET.GRAPHML,2,39,23
CHINANET.GRAPHML,2,38,27
CHINANET.GRAPHML,2,38,8
CHINANET.GRAPHML,2,38,28
CHINANET.GRAPHML,2,38,39
CHINANET.GRAPHML,2,38,25
CHINANET.GRAPHML,2,38,23
CHINANET.GRAPHML,2,8,27
CHINANET.GRAPHML,2,8,25
CHINANET.GRAPHML,2,8,39
CHINANET.GRAPHML,2,8,38
CHINANET.GRAPHML,2,8,28
CHINANET.GRAPHML,2,8,23
CHINANET.GRAPHML,2,28,27
CHINANET.GRAPHML,2,28,8
CHINANET.GRAPHML,2,28,39
CHINANET.GRAPHML,2,28,38
CHINANET.GRAPHML,2,28,25
CHINANET.GRAPHML,2,28,23
CHINANET.GRAPHML,2,23,27
CHINANET.GRAPHML,2,23,8
CHINANET.GRAPHML,2,23,28
CHINANET.GRAPHML,2,23,39
CHINANET.GRAPHML,2,23,38
CHINANET.GRAPHML,2,23,25
CHINANET.GRAPHML,2,27,25
CHINANET.GRAPHML,2,27,8
CHINANET.GRAPHML,2,27,39
CHINANET.GRAPHML,2,27,38
CHINANET.GRAPHML,2,27,28
CHINANET.GRAPHML,2,27,23
CHINANET.GRAPHML,2,25,27
CHINANET.GRAPHML,2,25,8
CHINANET.GRAPHML,2,25,39
CHINANET.GRAPHML,2,25,38
CHINANET.GRAPHML,2,25,28
CHINANET.GRAPHML,2,25,23
CHINANET.GRAPHML,3,5,20
CHINANET.GRAPHML,3,5,8
CHINANET.GRAPHML,3,5,3
CHINANET.GRAPHML,3,5,41
CHINANET.GRAPHML,3,5,18
CHINANET.GRAPHML,3,5,2
CHINANET.GRAPHML,3,5,30
CHINANET.GRAPHML,3,5,28
CHINANET.GRAPHML,3,30,20
CHINANET.GRAPHML,3,30,8
CHINANET.GRAPHML,3,30,3
CHINANET.GRAPHML,3,30,41
CHINANET.GRAPHML,3,30,18
CHINANET.GRAPHML,3,30,2
CHINANET.GRAPHML,3,30,28
CHINANET.GRAPHML,3,30,5
CHINANET.GRAPHML,3,20,8
CHINANET.GRAPHML,3,20,3
CHINANET.GRAPHML,3,20,41
CHINANET.GRAPHML,3,20,18
CHINANET.GRAPHML,3,20,2
CHINANET.GRAPHML,3,20,30
CHINANET.GRAPHML,3,20,28
CHINANET.GRAPHML,3,20,5
CHINANET.GRAPHML,3,41,20
CHINANET.GRAPHML,3,41,8
CHINANET.GRAPHML,3,41,3
CHINANET.GRAPHML,3,41,18
CHINANET.GRAPHML,3,41,2
CHINANET.GRAPHML,3,41,30
CHINANET.GRAPHML,3,41,28
CHINANET.GRAPHML,3,41,5
CHINANET.GRAPHML,3,2,20
CHINANET.GRAPHML,3,2,8
CHINANET.GRAPHML,3,2,3
CHINANET.GRAPHML,3,2,41
CHINANET.GRAPHML,3,2,18
CHINANET.GRAPHML,3,2,30
CHINANET.GRAPHML,3,2,28
CHINANET.GRAPHML,3,2,5
CHINANET.GRAPHML,3,3,20
CHINANET.GRAPHML,3,3,8
CHINANET.GRAPHML,3,3,41
CHINANET.GRAPHML,3,3,18
CHINANET.GRAPHML,3,3,2
CHINANET.GRAPHML,3,3,30
CHINANET.GRAPHML,3,3,28
CHINANET.GRAPHML,3,3,5
CHINANET.GRAPHML,3,28,20
CHINANET.GRAPHML,3,28,8
CHINANET.GRAPHML,3,28,3
CHINANET.GRAPHML,3,28,41
CHINANET.GRAPHML,3,28,18
CHINANET.GRAPHML,3,28,2
CHINANET.GRAPHML,3,28,30
CHINANET.GRAPHML,3,28,5
CHINANET.GRAPHML,3,8,20
CHINANET.GRAPHML,3,8,3
CHINANET.GRAPHML,3,8,41
CHINANET.GRAPHML,3,8,18
CHINANET.GRAPHML,3,8,2
CHINANET.GRAPHML,3,8,30
CHINANET.GRAPHML,3,8,28
CHINANET.GRAPHML,3,8,5
CHINANET.GRAPHML,3,18,20
CHINANET.GRAPHML,3,18,8
CHINANET.GRAPHML,3,18,3
CHINANET.GRAPHML,3,18,41
CHINANET.GRAPHML,3,18,2
CHINANET.GRAPHML,3,18,30
CHINANET.GRAPHML,3,18,28
CHINANET.GRAPHML,3,18,5
CHINANET.GRAPHML,4,8,33
CHINANET.GRAPHML,4,8,18
CHINANET.GRAPHML,4,8,38
CHINANET.GRAPHML,4,8,25
CHINANET.GRAPHML,4,8,16
CHINANET.GRAPHML,4,8,23
CHINANET.GRAPHML,4,18,8
CHINANET.GRAPHML,4,18,33
CHINANET.GRAPHML,4,18,38
CHINANET.GRAPHML,4,18,25
CHINANET.GRAPHML,4,18,16
CHINANET.GRAPHML,4,18,23
CHINANET.GRAPHML,4,25,8
CHINANET.GRAPHML,4,25,33
CHINANET.GRAPHML,4,25,18
CHINANET.GRAPHML,4,25,38
CHINANET.GRAPHML,4,25,16
CHINANET.GRAPHML,4,25,23
CHINANET.GRAPHML,4,16,8
CHINANET.GRAPHML,4,16,33
CHINANET.GRAPHML,4,16,18
CHINANET.GRAPHML,4,16,38
CHINANET.GRAPHML,4,16,25
CHINANET.GRAPHML,4,16,23
CHINANET.GRAPHML,4,38,8
CHINANET.GRAPHML,4,38,33
CHINANET.GRAPHML,4,38,18
CHINANET.GRAPHML,4,38,25
CHINANET.GRAPHML,4,38,16
CHINANET.GRAPHML,4,38,23
CHINANET.GRAPHML,4,23,8
CHINANET.GRAPHML,4,23,33
CHINANET.GRAPHML,4,23,18
CHINANET.GRAPHML,4,23,38
CHINANET.GRAPHML,4,23,25
CHINANET.GRAPHML,4,23,16
CHINANET.GRAPHML,4,33,8
CHINANET.GRAPHML,4,33,18
CHINANET.GRAPHML,4,33,38
CHINANET.GRAPHML,4,33,25
CHINANET.GRAPHML,4,33,16
CHINANET.GRAPHML,4,33,23
COGENTCO.GRAPHML,2,183,165
COGENTCO.GRAPHML,2,183,8
COGENTCO.GRAPHML,2,183,77
COGENTCO.GRAPHML,2,183,158
COGENTCO.GRAPHML,2,183,154
COGENTCO.GRAPHML,2,183,1
COGENTCO.GRAPHML,2,183,37
COGENTCO.GRAPHML,2,165,8
COGENTCO.GRAPHML,2,165,77
COGENTCO.GRAPHML,2,165,158
COGENTCO.GRAPHML,2,165,154
COGENTCO.GRAPHML,2,165,1
COGENTCO.GRAPHML,2,165,183
COGENTCO.GRAPHML,2,165,37
COGENTCO.GRAPHML,2,158,165
COGENTCO.GRAPHML,2,158,8
COGENTCO.GRAPHML,2,158,77
COGENTCO.GRAPHML,2,158,154
COGENTCO.GRAPHML,2,158,1
COGENTCO.GRAPHML,2,158,183
COGENTCO.GRAPHML,2,158,37
COGENTCO.GRAPHML,2,154,165
COGENTCO.GRAPHML,2,154,8
COGENTCO.GRAPHML,2,154,77
COGENTCO.GRAPHML,2,154,158
COGENTCO.GRAPHML,2,154,1
COGENTCO.GRAPHML,2,154,183
COGENTCO.GRAPHML,2,154,37
COGENTCO.GRAPHML,2,8,165
COGENTCO.GRAPHML,2,8,77
COGENTCO.GRAPHML,2,8,158
COGENTCO.GRAPHML,2,8,154
COGENTCO.GRAPHML,2,8,1
COGENTCO.GRAPHML,2,8,183
COGENTCO.GRAPHML,2,8,37
COGENTCO.GRAPHML,2,1,165
COGENTCO.GRAPHML,2,1,8
COGENTCO.GRAPHML,2,1,77
COGENTCO.GRAPHML,2,1,158
COGENTCO.GRAPHML,2,1,154
COGENTCO.GRAPHML,2,1,183
COGENTCO.GRAPHML,2,1,37
COGENTCO.GRAPHML,2,77,165
COGENTCO.GRAPHML,2,77,8
COGENTCO.GRAPHML,2,77,158
COGENTCO.GRAPHML,2,77,154
COGENTCO.GRAPHML,2,77,1
COGENTCO.GRAPHML,2,77,183
COGENTCO.GRAPHML,2,77,37
COGENTCO.GRAPHML,2,37,165
COGENTCO.GRAPHML,2,37,8
COGENTCO.GRAPHML,2,37,77
COGENTCO.GRAPHML,2,37,158
COGENTCO.GRAPHML,2,37,154
COGENTCO.GRAPHML,2,37,1
COGENTCO.GRAPHML,2,37,183
COGENTCO.GRAPHML,3,1,8
COGENTCO.GRAPHML,3,1,26
COGENTCO.GRAPHML,3,1,4
COGENTCO.GRAPHML,3,1,14
COGENTCO.GRAPHML,3,1,7
COGENTCO.GRAPHML,3,1,158
COGENTCO.GRAPHML,3,1,92
COGENTCO.GRAPHML,3,1,12
COGENTCO.GRAPHML,3,1,13
COGENTCO.GRAPHML,3,1,77
COGENTCO.GRAPHML,3,1,2
COGENTCO.GRAPHML,3,1,37
COGENTCO.GRAPHML,3,1,183
COGENTCO.GRAPHML,3,1,38
COGENTCO.GRAPHML,3,1,19
COGENTCO.GRAPHML,3,1,28
COGENTCO.GRAPHML,3,1,5
COGENTCO.GRAPHML,3,8,26
COGENTCO.GRAPHML,3,8,4
COGENTCO.GRAPHML,3,8,14
COGENTCO.GRAPHML,3,8,7
COGENTCO.GRAPHML,3,8,158
COGENTCO.GRAPHML,3,8,1
COGENTCO.GRAPHML,3,8,92
COGENTCO.GRAPHML,3,8,12
COGENTCO.GRAPHML,3,8,13
COGENTCO.GRAPHML,3,8,77
COGENTCO.GRAPHML,3,8,2
COGENTCO.GRAPHML,3,8,37
COGENTCO.GRAPHML,3,8,183
COGENTCO.GRAPHML,3,8,38
COGENTCO.GRAPHML,3,8,19
COGENTCO.GRAPHML,3,8,28
COGENTCO.GRAPHML,3,8,5
COGENTCO.GRAPHML,3,7,8
COGENTCO.GRAPHML,3,7,26
COGENTCO.GRAPHML,3,7,4
COGENTCO.GRAPHML,3,7,14
COGENTCO.GRAPHML,3,7,158
COGENTCO.GRAPHML,3,7,1
COGENTCO.GRAPHML,3,7,92
COGENTCO.GRAPHML,3,7,12
COGENTCO.GRAPHML,3,7,13
COGENTCO.GRAPHML,3,7,77
COGENTCO.GRAPHML,3,7,2
COGENTCO.GRAPHML,3,7,37
COGENTCO.GRAPHML,3,7,183
COGENTCO.GRAPHML,3,7,38
COGENTCO.GRAPHML,3,7,19
COGENTCO.GRAPHML,3,7,28
COGENTCO.GRAPHML,3,7,5
COGENTCO.GRAPHML,3,12,8
COGENTCO.GRAPHML,3,12,26
COGENTCO.GRAPHML,3,12,4
COGENTCO.GRAPHML,3,12,14
COGENTCO.GRAPHML,3,12,7
COGENTCO.GRAPHML,3,12,158
COGENTCO.GRAPHML,3,12,1
COGENTCO.GRAPHML,3,12,92
COGENTCO.GRAPHML,3,12,13
COGENTCO.GRAPHML,3,12,77
COGENTCO.GRAPHML,3,12,2
COGENTCO.GRAPHML,3,12,37
COGENTCO.GRAPHML,3,12,183
COGENTCO.GRAPHML,3,12,38
COGENTCO.GRAPHML,3,12,19
COGENTCO.GRAPHML,3,12,28
COGENTCO.GRAPHML,3,12,5
COGENTCO.GRAPHML,3,2,8
COGENTCO.GRAPHML,3,2,26
COGENTCO.GRAPHML,3,2,4
COGENTCO.GRAPHML,3,2,14
COGENTCO.GRAPHML,3,2,7
COGENTCO.GRAPHML,3,2,158
COGENTCO.GRAPHML,3,2,1
COGENTCO.GRAPHML,3,2,92
COGENTCO.GRAPHML,3,2,12
COGENTCO.GRAPHML,3,2,13
COGENTCO.GRAPHML,3,2,77
COGENTCO.GRAPHML,3,2,37
COGENTCO.GRAPHML,3,2,183
COGENTCO.GRAPHML,3,2,38
COGENTCO.GRAPHML,3,2,19
COGENTCO.GRAPHML,3,2,28
COGENTCO.GRAPHML,3,2,5
COGENTCO.GRAPHML,3,37,8
COGENTCO.GRAPHML,3,37,26
COGENTCO.GRAPHML,3,37,4
COGENTCO.GRAPHML,3,37,14
COGENTCO.GRAPHML,3,37,7
COGENTCO.GRAPHML,3,37,158
COGENTCO.GRAPHML,3,37,1
COGENTCO.GRAPHML,3,37,92
COGENTCO.GRAPHML,3,37,12
COGENTCO.GRAPHML,3,37,13
COGENTCO.GRAPHML,3,37,77
COGENTCO.GRAPHML,3,37,2
COGENTCO.GRAPHML,3,37,183
COGENTCO.GRAPHML,3,37,38
COGENTCO.GRAPHML,3,37,19
COGENTCO.GRAPHML,3,37,28
COGENTCO.GRAPHML,3,37,5
COGENTCO.GRAPHML,3,183,8
COGENTCO.GRAPHML,3,183,26
COGENTCO.GRAPHML,3,183,4
COGENTCO.GRAPHML,3,183,14
COGENTCO.GRAPHML,3,183,7
COGENTCO.GRAPHML,3,183,158
COGENTCO.GRAPHML,3,183,1
COGENTCO.GRAPHML,3,183,92
COGENTCO.GRAPHML,3,183,12
COGENTCO.GRAPHML,3,183,13
COGENTCO.GRAPHML,3,183,77
COGENTCO.GRAPHML,3,183,2
COGENTCO.GRAPHML,3,183,37
COGENTCO.GRAPHML,3,183,38
COGENTCO.GRAPHML,3,183,19
COGENTCO.GRAPHML,3,183,28
COGENTCO.GRAPHML,3,183,5
COGENTCO.GRAPHML,3,4,8
COGENTCO.GRAPHML,3,4,26
COGENTCO.GRAPHML,3,4,14
COGENTCO.GRAPHML,3,4,7
COGENTCO.GRAPHML,3,4,158
COGENTCO.GRAPHML,3,4,1
COGENTCO.GRAPHML,3,4,92
COGENTCO.GRAPHML,3,4,12
COGENTCO.GRAPHML,3,4,13
COGENTCO.GRAPHML,3,4,77
COGENTCO.GRAPHML,3,4,2
COGENTCO.GRAPHML,3,4,37
COGENTCO.GRAPHML,3,4,183
COGENTCO.GRAPHML,3,4,38
COGENTCO.GRAPHML,3,4,19
COGENTCO.GRAPHML,3,4,28
COGENTCO.GRAPHML,3,4,5
COGENTCO.GRAPHML,3,13,8
COGENTCO.GRAPHML,3,13,26
COGENTCO.GRAPHML,3,13,4
COGENTCO.GRAPHML,3,13,14
COGENTCO.GRAPHML,3,13,7
COGENTCO.GRAPHML,3,13,158
COGENTCO.GRAPHML,3,13,1
COGENTCO.GRAPHML,3,13,92
COGENTCO.GRAPHML,3,13,12
COGENTCO.GRAPHML,3,13,77
COGENTCO.GRAPHML,3,13,2
COGENTCO.GRAPHML,3,13,37
COGENTCO.GRAPHML,3,13,183
COGENTCO.GRAPHML,3,13,38
COGENTCO.GRAPHML,3,13,19
COGENTCO.GRAPHML,3,13,28
COGENTCO.GRAPHML,3,13,5
COGENTCO.GRAPHML,3,38,8
COGENTCO.GRAPHML,3,38,26
COGENTCO.GRAPHML,3,38,4
COGENTCO.GRAPHML,3,38,14
COGENTCO.GRAPHML,3,38,7
COGENTCO.GRAPHML,3,38,158
COGENTCO.GRAPHML,3,38,1
COGENTCO.GRAPHML,3,38,92
COGENTCO.GRAPHML,3,38,12
COGENTCO.GRAPHML,3,38,13
COGENTCO.GRAPHML,3,38,77
COGENTCO.GRAPHML,3,38,2
COGENTCO.GRAPHML,3,38,37
COGENTCO.GRAPHML,3,38,183
COGENTCO.GRAPHML,3,38,19
COGENTCO.GRAPHML,3,38,28
COGENTCO.GRAPHML,3,38,5
COGENTCO.GRAPHML,3,14,8
COGENTCO.GRAPHML,3,14,26
COGENTCO.GRAPHML,3,14,4
COGENTCO.GRAPHML,3,14,7
COGENTCO.GRAPHML,3,14,158
COGENTCO.GRAPHML,3,14,1
COGENTCO.GRAPHML,3,14,92
COGENTCO.GRAPHML,3,14,12
COGENTCO.GRAPHML,3,14,13
COGENTCO.GRAPHML,3,14,77
COGENTCO.GRAPHML,3,14,2
COGENTCO.GRAPHML,3,14,37
COGENTCO.GRAPHML,3,14,183
COGENTCO.GRAPHML,3,14,38
COGENTCO.GRAPHML,3,14,19
COGENTCO.GRAPHML,3,14,28
COGENTCO.GRAPHML,3,14,5
COGENTCO.GRAPHML,3,19,8
COGENTCO.GRAPHML,3,19,26
COGENTCO.GRAPHML,3,19,4
COGENTCO.GRAPHML,3,19,14
COGENTCO.GRAPHML,3,19,7
COGENTCO.GRAPHML,3,19,158
COGENTCO.GRAPHML,3,19,1
COGENTCO.GRAPHML,3,19,92
COGENTCO.GRAPHML,3,19,12
COGENTCO.GRAPHML,3,19,13
COGENTCO.GRAPHML,3,19,77
COGENTCO.GRAPHML,3,19,2
COGENTCO.GRAPHML,3,19,37
COGENTCO.GRAPHML,3,19,183
COGENTCO.GRAPHML,3,19,38
COGENTCO.GRAPHML,3,19,28
COGENTCO.GRAPHML,3,19,5
COGENTCO.GRAPHML,3,77,8
COGENTCO.GRAPHML,3,77,26
COGENTCO.GRAPHML,3,77,4
COGENTCO.GRAPHML,3,77,14
COGENTCO.GRAPHML,3,77,7
COGENTCO.GRAPHML,3,77,158
COGENTCO.GRAPHML,3,77,1
COGENTCO.GRAPHML,3,77,92
COGENTCO.GRAPHML,3,77,12
COGENTCO.GRAPHML,3,77,13
COGENTCO.GRAPHML,3,77,2
COGENTCO.GRAPHML,3,77,37
COGENTCO.GRAPHML,3,77,183
COGENTCO.GRAPHML,3,77,38
COGENTCO.GRAPHML,3,77,19
COGENTCO.GRAPHML,3,77,28
COGENTCO.GRAPHML,3,77,5
COGENTCO.GRAPHML,3,158,8
COGENTCO.GRAPHML,3,158,26
COGENTCO.GRAPHML,3,158,4
COGENTCO.GRAPHML,3,158,14
COGENTCO.GRAPHML,3,158,7
COGENTCO.GRAPHML,3,158,1
COGENTCO.GRAPHML,3,158,92
COGENTCO.GRAPHML,3,158,12
COGENTCO.GRAPHML,3,158,13
COGENTCO.GRAPHML,3,158,77
COGENTCO.GRAPHML,3,158,2
COGENTCO.GRAPHML,3,158,37
COGENTCO.GRAPHML,3,158,183
COGENTCO.GRAPHML,3,158,38
COGENTCO.GRAPHML,3,158,19
COGENTCO.GRAPHML,3,158,28
COGENTCO.GRAPHML,3,158,5
COGENTCO.GRAPHML,3,92,8
COGENTCO.GRAPHML,3,92,26
COGENTCO.GRAPHML,3,92,4
COGENTCO.GRAPHML,3,92,14
COGENTCO.GRAPHML,3,92,7
COGENTCO.GRAPHML,3,92,158
COGENTCO.GRAPHML,3,92,1
COGENTCO.GRAPHML,3,92,12
COGENTCO.GRAPHML,3,92,13
COGENTCO.GRAPHML,3,92,77
COGENTCO.GRAPHML,3,92,2
COGENTCO.GRAPHML,3,92,37
COGENTCO.GRAPHML,3,92,183
COGENTCO.GRAPHML,3,92,38
COGENTCO.GRAPHML,3,92,19
COGENTCO.GRAPHML,3,92,28
COGENTCO.GRAPHML,3,92,5
COGENTCO.GRAPHML,3,26,8
COGENTCO.GRAPHML,3,26,4
COGENTCO.GRAPHML,3,26,14
COGENTCO.GRAPHML,3,26,7
COGENTCO.GRAPHML,3,26,158
COGENTCO.GRAPHML,3,26,1
COGENTCO.GRAPHML,3,26,92
COGENTCO.GRAPHML,3,26,12
COGENTCO.GRAPHML,3,26,13
COGENTCO.GRAPHML,3,26,77
COGENTCO.GRAPHML,3,26,2
COGENTCO.GRAPHML,3,26,37
COGENTCO.GRAPHML,3,26,183
COGENTCO.GRAPHML,3,26,38
COGENTCO.GRAPHML,3,26,19
COGENTCO.GRAPHML,3,26,28
COGENTCO.GRAPHML,3,26,5
COGENTCO.GRAPHML,3,5,8
COGENTCO.GRAPHML,3,5,26
COGENTCO.GRAPHML,3,5,4
COGENTCO.GRAPHML,3,5,14
COGENTCO.GRAPHML,3,5,7
COGENTCO.GRAPHML,3,5,158
COGENTCO.GRAPHML,3,5,1
COGENTCO.GRAPHML,3,5,92
COGENTCO.GRAPHML,3,5,12
COGENTCO.GRAPHML,3,5,13
COGENTCO.GRAPHML,3,5,77
COGENTCO.GRAPHML,3,5,2
COGENTCO.GRAPHML,3,5,37
COGENTCO.GRAPHML,3,5,183
COGENTCO.GRAPHML,3,5,38
COGENTCO.GRAPHML,3,5,19
COGENTCO.GRAPHML,3,5,28
COGENTCO.GRAPHML,3,28,8
COGENTCO.GRAPHML,3,28,26
COGENTCO.GRAPHML,3,28,4
COGENTCO.GRAPHML,3,28,14
COGENTCO.GRAPHML,3,28,7
COGENTCO.GRAPHML,3,28,158
COGENTCO.GRAPHML,3,28,1
COGENTCO.GRAPHML,3,28,92
COGENTCO.GRAPHML,3,28,12
COGENTCO.GRAPHML,3,28,13
COGENTCO.GRAPHML,3,28,77
COGENTCO.GRAPHML,3,28,2
COGENTCO.GRAPHML,3,28,37
COGENTCO.GRAPHML,3,28,183
COGENTCO.GRAPHML,3,28,38
COGENTCO.GRAPHML,3,28,19
COGENTCO.GRAPHML,3,28,5
COGENTCO.GRAPHML,4,1,8
COGENTCO.GRAPHML,4,1,26
COGENTCO.GRAPHML,4,1,70
COGENTCO.GRAPHML,4,1,14
COGENTCO.GRAPHML,4,1,7
COGENTCO.GRAPHML,4,1,158
COGENTCO.GRAPHML,4,1,32
COGENTCO.GRAPHML,4,1,92
COGENTCO.GRAPHML,4,1,13
COGENTCO.GRAPHML,4,1,75
COGENTCO.GRAPHML,4,1,12
COGENTCO.GRAPHML,4,1,49
COGENTCO.GRAPHML,4,1,5
COGENTCO.GRAPHML,4,1,77
COGENTCO.GRAPHML,4,1,2
COGENTCO.GRAPHML,4,1,37
COGENTCO.GRAPHML,4,1,38
COGENTCO.GRAPHML,4,1,183
COGENTCO.GRAPHML,4,1,19
COGENTCO.GRAPHML,4,1,28
COGENTCO.GRAPHML,4,1,4
COGENTCO.GRAPHML,4,8,26
COGENTCO.GRAPHML,4,8,70
COGENTCO.GRAPHML,4,8,14
COGENTCO.GRAPHML,4,8,7
COGENTCO.GRAPHML,4,8,158
COGENTCO.GRAPHML,4,8,1
COGENTCO.GRAPHML,4,8,32
COGENTCO.GRAPHML,4,8,92
COGENTCO.GRAPHML,4,8,13
COGENTCO.GRAPHML,4,8,75
COGENTCO.GRAPHML,4,8,12
COGENTCO.GRAPHML,4,8,49
COGENTCO.GRAPHML,4,8,5
COGENTCO.GRAPHML,4,8,77
COGENTCO.GRAPHML,4,8,2
COGENTCO.GRAPHML,4,8,37
COGENTCO.GRAPHML,4,8,38
COGENTCO.GRAPHML,4,8,183
COGENTCO.GRAPHML,4,8,19
COGENTCO.GRAPHML,4,8,28
COGENTCO.GRAPHML,4,8,4
COGENTCO.GRAPHML,4,7,8
COGENTCO.GRAPHML,4,7,26
COGENTCO.GRAPHML,4,7,70
COGENTCO.GRAPHML,4,7,14
COGENTCO.GRAPHML,4,7,158
COGENTCO.GRAPHML,4,7,1
COGENTCO.GRAPHML,4,7,32
COGENTCO.GRAPHML,4,7,92
COGENTCO.GRAPHML,4,7,13
COGENTCO.GRAPHML,4,7,75
COGENTCO.GRAPHML,4,7,12
COGENTCO.GRAPHML,4,7,49
COGENTCO.GRAPHML,4,7,5
COGENTCO.GRAPHML,4,7,77
COGENTCO.GRAPHML,4,7,2
COGENTCO.GRAPHML,4,7,37
COGENTCO.GRAPHML,4,7,38
COGENTCO.GRAPHML,4,7,183
COGENTCO.GRAPHML,4,7,19
COGENTCO.GRAPHML,4,7,28
COGENTCO.GRAPHML,4,7,4
COGENTCO.GRAPHML,4,2,8
COGENTCO.GRAPHML,4,2,26
COGENTCO.GRAPHML,4,2,70
COGENTCO.GRAPHML,4,2,14
COGENTCO.GRAPHML,4,2,7
COGENTCO.GRAPHML,4,2,158
COGENTCO.GRAPHML,4,2,1
COGENTCO.GRAPHML,4,2,32
COGENTCO.GRAPHML,4,2,92
COGENTCO.GRAPHML,4,2,13
COGENTCO.GRAPHML,4,2,75
COGENTCO.GRAPHML,4,2,12
COGENTCO.GRAPHML,4,2,49
COGENTCO.GRAPHML,4,2,5
COGENTCO.GRAPHML,4,2,77
COGENTCO.GRAPHML,4,2,37
COGENTCO.GRAPHML,4,2,38
COGENTCO.GRAPHML,4,2,183
COGENTCO.GRAPHML,4,2,19
COGENTCO.GRAPHML,4,2,28
COGENTCO.GRAPHML,4,2,4
COGENTCO.GRAPHML,4,12,8
COGENTCO.GRAPHML,4,12,26
COGENTCO.GRAPHML,4,12,70
COGENTCO.GRAPHML,4,12,14
COGENTCO.GRAPHML,4,12,7
COGENTCO.GRAPHML,4,12,158
COGENTCO.GRAPHML,4,12,1
COGENTCO.GRAPHML,4,12,32
COGENTCO.GRAPHML,4,12,92
COGENTCO.GRAPHML,4,12,13
COGENTCO.GRAPHML,4,12,75
COGENTCO.GRAPHML,4,12,49
COGENTCO.GRAPHML,4,12,5
COGENTCO.GRAPHML,4,12,77
COGENTCO.GRAPHML,4,12,2
COGENTCO.GRAPHML,4,12,37
COGENTCO.GRAPHML,4,12,38
COGENTCO.GRAPHML,4,12,183
COGENTCO.GRAPHML,4,12,19
COGENTCO.GRAPHML,4,12,28
COGENTCO.GRAPHML,4,12,4
