Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Switch
JANETBACKBONE.GRAPHML,3,3,0.23809523809523808
JANETBACKBONE.GRAPHML,3,15,0.47619047619047616
JANETBACKBONE.GRAPHML,3,25,0.047619047619047616
JANETBACKBONE.GRAPHML,3,20,0.047619047619047616
JANETBACKBONE.GRAPHML,3,1,0.047619047619047616
JANETBACKBONE.GRAPHML,3,22,0.047619047619047616
JANETBACKBONE.GRAPHML,3,27,0.047619047619047616
JANETBACKBONE.GRAPHML,4,27,0.3333333333333333
JANETBACKBONE.GRAPHML,4,22,0.09523809523809523
JANETBACKBONE.GRAPHML,4,28,0.047619047619047616
JANETBACKBONE.GRAPHML,4,16,0.5714285714285714
JANETBACKBONE.GRAPHML,4,20,0.047619047619047616
JANETBACKBONE.GRAPHML,4,15,0.23809523809523808
JANETBACKBONE.GRAPHML,4,25,0.047619047619047616
JANETBACKBONE.GRAPHML,4,14,0.14285714285714285
KDL,2,408,0.024045261669024046
KDL,2,201,0.005657708628005658
KDL,2,715,0.16407355021216408
KDL,2,52,0.04101838755304102
KDL,2,512,0.036775106082036775
KDL,2,98,0.019801980198019802
KDL,2,233,0.05799151343705799
KDL,2,25,0.18387553041018387
KDL,2,670,0.3338048090523338
KDL,2,230,0.039603960396039604
KDL,2,495,0.018387553041018388
KDL,2,509,0.005657708628005658
KDL,2,131,0.29985855728429983
KDL,2,196,0.13012729844413012
KDL,2,594,0.04101838755304102
KDL,2,204,0.002828854314002829
KDL,2,195,0.026874115983026876
KDL,2,428,0.3437057991513437
KDL,2,624,0.018387553041018388
KDL,2,704,0.036775106082036775
KDL,2,725,0.014144271570014143
KDL,2,162,0.036775106082036775
KDL,2,32,0.03253182461103253
KDL,2,553,0.055162659123055166
KDL,2,137,0.02545968882602546
KDL,2,200,0.0014144271570014145
KDL,2,561,0.016973125884016973
KDL,2,18,0.014144271570014143
KDL,2,151,0.05233380480905234
KDL,2,293,0.06223479490806223
KDL,2,455,0.25035360678925034
KDL,2,472,0.11598302687411598
KDL,2,680,0.016973125884016973
KDL,2,588,0.5968882602545968
KDL,2,74,0.04950495049504951
KDL,2,147,0.2743988684582744
KDL,2,315,0.10608203677510608
KDL,2,354,0.007072135785007072
KDL,2,487,0.015558698727015558
KDL,2,571,0.2913719943422914
KDL,2,590,0.007072135785007072
KDL,2,690,0.01272984441301273
KDL,2,741,0.004243281471004243
KDL,2,87,0.0014144271570014145
KDL,2,508,0.0014144271570014145
KDL,2,613,0.004243281471004243
KDL,2,729,0.0014144271570014145
KDL,3,201,0.006309148264984227
KDL,3,23,0.012618296529968454
KDL,3,18,0.00946372239747634
KDL,3,25,0.18769716088328076
KDL,3,137,0.16561514195583596
KDL,3,200,0.0015772870662460567
KDL,3,24,0.006309148264984227
KDL,3,162,0.017350157728706624
KDL,3,16,0.017350157728706624
KDL,3,32,0.025236593059936908
KDL,3,131,0.00473186119873817
KDL,3,40,0.011041009463722398
KDL,3,230,0.04258675078864353
KDL,3,408,0.00473186119873817
KDL,3,84,0.00473186119873817
KDL,3,74,0.006309148264984227
KDL,3,99,0.012618296529968454
KDL,3,196,0.014195583596214511
KDL,3,233,0.06782334384858044
KDL,3,28,0.0015772870662460567
KDL,3,39,0.00946372239747634
KDL,3,5,0.014195583596214511
KDL,3,6,0.00946372239747634
KDL,3,95,0.0031545741324921135
KDL,3,63,0.09305993690851735
KDL,3,42,0.00473186119873817
KDL,3,41,0.0031545741324921135
KDL,3,17,0.00946372239747634
KDL,3,195,0.025236593059936908
KDL,3,147,0.1529968454258675
KDL,3,128,0.0031545741324921135
KDL,3,61,0.19242902208201892
KDL,3,238,0.006309148264984227
KDL,3,495,0.025236593059936908
KDL,3,509,0.012618296529968454
KDL,3,143,0.04416403785488959
KDL,3,127,0.00473186119873817
KDL,3,0,0.00473186119873817
KDL,3,512,0.00473186119873817
KDL,3,72,0.02996845425867508
KDL,3,75,0.014195583596214511
KDL,3,293,0.08517350157728706
KDL,3,60,0.15141955835962145
KDL,3,64,0.0031545741324921135
KDL,3,239,0.00473186119873817
KDL,3,242,0.0015772870662460567
KDL,3,247,0.00946372239747634
KDL,3,44,0.014195583596214511
KDL,3,171,0.0015772870662460567
KDL,3,22,0.08517350157728706
KDL,3,112,0.006309148264984227
KDL,3,71,0.1167192429022082
KDL,3,79,0.0015772870662460567
KDL,3,65,0.00946372239747634
KDL,3,561,0.022082018927444796
KDL,3,20,0.00473186119873817
KDL,3,21,0.00946372239747634
KDL,3,205,0.015772870662460567
KDL,3,182,0.011041009463722398
KDL,3,153,0.012618296529968454
KDL,3,161,0.01892744479495268
KDL,3,1,0.00473186119873817
KDL,3,2,0.03785488958990536
KDL,3,3,0.0015772870662460567
KDL,3,4,0.0015772870662460567
KDL,3,411,0.00473186119873817
KDL,3,110,0.015772870662460567
KDL,3,130,0.0015772870662460567
KDL,3,106,0.0015772870662460567
KDL,3,338,0.0015772870662460567
KDL,3,83,0.006309148264984227
KDL,3,76,0.02996845425867508
KDL,3,320,0.015772870662460567
KDL,3,315,0.006309148264984227
KDL,3,262,0.0031545741324921135
KDL,3,50,0.006309148264984227
KDL,3,54,0.0015772870662460567
KDL,3,234,0.0015772870662460567
KDL,3,206,0.0031545741324921135
KDL,3,8,0.02365930599369085
KDL,3,9,0.0946372239747634
KDL,3,10,0.0015772870662460567
KDL,3,11,0.00473186119873817
KDL,3,12,0.025236593059936908
KDL,3,438,0.007886435331230283
KDL,3,455,0.03470031545741325
KDL,3,472,0.11987381703470032
KDL,3,390,0.006309148264984227
KDL,3,125,0.006309148264984227
KDL,3,428,0.04574132492113565
KDL,3,100,0.00473186119873817
KDL,3,354,0.03785488958990536
KDL,3,314,0.006309148264984227
KDL,3,56,0.0015772870662460567
KDL,3,58,0.00473186119873817
KDL,3,19,0.00946372239747634
KDL,3,26,0.00473186119873817
KDL,3,31,0.0031545741324921135
KDL,3,183,0.00473186119873817
KDL,3,466,0.028391167192429023
KDL,3,140,0.04574132492113565
KDL,3,145,0.0031545741324921135
KDL,3,149,0.007886435331230283
KDL,3,105,0.015772870662460567
KDL,3,107,0.00473186119873817
KDL,3,126,0.16876971608832808
KDL,3,68,0.0015772870662460567
KDL,3,302,0.015772870662460567
KDL,3,268,0.0031545741324921135
KDL,3,594,0.006309148264984227
KDL,3,226,0.0015772870662460567
KDL,3,246,0.0015772870662460567
KDL,3,505,0.015772870662460567
KDL,3,141,0.017350157728706624
KDL,3,158,0.0015772870662460567
KDL,3,160,0.0015772870662460567
KDL,3,487,0.0031545741324921135
KDL,3,424,0.028391167192429023
KDL,3,85,0.00946372239747634
KDL,3,102,0.03943217665615142
KDL,4,201,0.006299212598425197
KDL,4,18,0.009448818897637795
KDL,4,23,0.012598425196850394
KDL,4,25,0.18740157480314962
KDL,4,137,0.16535433070866143
KDL,4,87,0.006299212598425197
KDL,4,200,0.0015748031496062992
KDL,4,24,0.006299212598425197
KDL,4,32,0.025196850393700787
KDL,4,162,0.01732283464566929
KDL,4,16,0.014173228346456693
KDL,4,131,0.004724409448818898
KDL,4,408,0.004724409448818898
KDL,4,40,0.011023622047244094
KDL,4,230,0.04251968503937008
KDL,4,84,0.02047244094488189
KDL,4,74,0.006299212598425197
KDL,4,233,0.06771653543307087
KDL,4,196,0.014173228346456693
KDL,4,99,0.007874015748031496
KDL,4,39,0.009448818897637795
KDL,4,28,0.0015748031496062992
KDL,4,6,0.02204724409448819
KDL,4,5,0.0015748031496062992
KDL,4,95,0.0031496062992125984
KDL,4,63,0.09291338582677165
KDL,4,42,0.004724409448818898
KDL,4,41,0.0031496062992125984
KDL,4,195,0.025196850393700787
KDL,4,147,0.15275590551181104
KDL,4,17,0.009448818897637795
KDL,4,128,0.0031496062992125984
KDL,4,61,0.1921259842519685
KDL,4,238,0.006299212598425197
KDL,4,509,0.012598425196850394
KDL,4,495,0.02047244094488189
KDL,4,512,0.004724409448818898
KDL,4,143,0.04409448818897638
KDL,4,127,0.004724409448818898
KDL,4,0,0.004724409448818898
KDL,4,293,0.08503937007874016
KDL,4,75,0.014173228346456693
KDL,4,72,0.029921259842519685
KDL,4,64,0.0031496062992125984
KDL,4,60,0.15118110236220472
KDL,4,247,0.009448818897637795
KDL,4,242,0.0015748031496062992
KDL,4,239,0.004724409448818898
KDL,4,44,0.014173228346456693
KDL,4,22,0.08503937007874016
KDL,4,171,0.0015748031496062992
KDL,4,112,0.006299212598425197
KDL,4,79,0.0015748031496062992
KDL,4,71,0.11653543307086614
KDL,4,65,0.009448818897637795
KDL,4,561,0.02204724409448819
KDL,4,205,0.015748031496062992
KDL,4,182,0.011023622047244094
KDL,4,21,0.009448818897637795
KDL,4,20,0.004724409448818898
KDL,4,161,0.01889763779527559
KDL,4,153,0.012598425196850394
KDL,4,411,0.004724409448818898
KDL,4,130,0.0015748031496062992
KDL,4,110,0.015748031496062992
KDL,4,106,0.0015748031496062992
KDL,4,4,0.0015748031496062992
KDL,4,3,0.0015748031496062992
KDL,4,2,0.03779527559055118
KDL,4,1,0.004724409448818898
KDL,4,338,0.0015748031496062992
KDL,4,83,0.006299212598425197
KDL,4,320,0.015748031496062992
KDL,4,315,0.006299212598425197
KDL,4,76,0.029921259842519685
KDL,4,262,0.0031496062992125984
KDL,4,54,0.0015748031496062992
KDL,4,50,0.006299212598425197
KDL,4,234,0.0015748031496062992
KDL,4,206,0.0031496062992125984
KDL,4,438,0.007874015748031496
KDL,4,472,0.11968503937007874
KDL,4,455,0.03464566929133858
KDL,4,13,0.0031496062992125984
KDL,4,12,0.03464566929133858
KDL,4,10,0.0031496062992125984
KDL,4,9,0.08503937007874016
KDL,4,8,0.023622047244094488
KDL,4,390,0.006299212598425197
KDL,4,428,0.10551181102362205
KDL,4,125,0.006299212598425197
KDL,4,354,0.03779527559055118
KDL,4,100,0.004724409448818898
KDL,4,314,0.006299212598425197
KDL,4,58,0.004724409448818898
KDL,4,56,0.0015748031496062992
KDL,4,183,0.004724409448818898
KDL,4,31,0.0031496062992125984
KDL,4,26,0.004724409448818898
KDL,4,19,0.009448818897637795
KDL,4,466,0.028346456692913385
KDL,4,149,0.007874015748031496
KDL,4,145,0.0031496062992125984
KDL,4,140,0.04566929133858268
KDL,4,126,0.16850393700787403
KDL,4,107,0.004724409448818898
KDL,4,105,0.023622047244094488
KDL,4,302,0.015748031496062992
KDL,4,68,0.0015748031496062992
KDL,4,594,0.007874015748031496
KDL,4,268,0.0015748031496062992
KDL,4,246,0.0015748031496062992
KDL,4,226,0.0015748031496062992
KDL,4,505,0.015748031496062992
KDL,4,487,0.0031496062992125984
KDL,4,160,0.0015748031496062992
KDL,4,158,0.0015748031496062992
KDL,4,141,0.01732283464566929
KDL,4,424,0.028346456692913385
LATNET.GRAPHML,2,30,1.5692307692307692
LATNET.GRAPHML,2,42,0.16923076923076924
LATNET.GRAPHML,2,48,0.1076923076923077
LATNET.GRAPHML,2,22,0.06153846153846154
LATNET.GRAPHML,3,23,1.1379310344827587
LATNET.GRAPHML,3,6,0.20689655172413793
LATNET.GRAPHML,3,56,0.017241379310344827
LATNET.GRAPHML,3,66,0.10344827586206896
LATNET.GRAPHML,3,19,0.06896551724137931
LATNET.GRAPHML,3,38,0.5172413793103449
LATNET.GRAPHML,3,11,0.05172413793103448
LATNET.GRAPHML,3,63,0.034482758620689655
LATNET.GRAPHML,3,5,0.017241379310344827
LATNET.GRAPHML,3,20,0.017241379310344827
LATNET.GRAPHML,3,32,0.017241379310344827
LATNET.GRAPHML,4,48,2.203125
LATNET.GRAPHML,4,42,0.171875
LATNET.GRAPHML,4,10,0.015625
LATNET.GRAPHML,4,22,0.09375
LATNET.GRAPHML,4,63,0.03125
MISSOURI.GRAPHML,2,4,0.08163265306122448
MISSOURI.GRAPHML,2,62,0.04081632653061224
MISSOURI.GRAPHML,2,17,0.2857142857142857
MISSOURI.GRAPHML,2,34,0.04081632653061224
MISSOURI.GRAPHML,2,41,0.04081632653061224
MISSOURI.GRAPHML,2,2,0.08163265306122448
MISSOURI.GRAPHML,2,30,0.14285714285714285
MISSOURI.GRAPHML,2,7,0.02040816326530612
MISSOURI.GRAPHML,2,11,0.02040816326530612
MISSOURI.GRAPHML,2,16,0.20408163265306123
MISSOURI.GRAPHML,2,42,0.12244897959183673
MISSOURI.GRAPHML,2,45,0.04081632653061224
MISSOURI.GRAPHML,2,58,0.04081632653061224
MISSOURI.GRAPHML,2,61,0.02040816326530612
MISSOURI.GRAPHML,2,9,0.08163265306122448
MISSOURI.GRAPHML,2,14,0.02040816326530612
MISSOURI.GRAPHML,2,49,0.14285714285714285
MISSOURI.GRAPHML,2,66,0.1836734693877551
MISSOURI.GRAPHML,3,1,0.38461538461538464
MISSOURI.GRAPHML,3,17,0.2692307692307692
MISSOURI.GRAPHML,3,11,0.038461538461538464
MISSOURI.GRAPHML,3,34,0.09615384615384616
MISSOURI.GRAPHML,3,41,0.038461538461538464
MISSOURI.GRAPHML,3,9,0.057692307692307696
MISSOURI.GRAPHML,3,2,0.21153846153846154
MISSOURI.GRAPHML,3,16,0.4807692307692308
MISSOURI.GRAPHML,3,30,0.038461538461538464
MISSOURI.GRAPHML,3,5,0.019230769230769232
MISSOURI.GRAPHML,3,62,0.057692307692307696
MISSOURI.GRAPHML,3,14,0.019230769230769232
MISSOURI.GRAPHML,3,42,0.11538461538461539
MISSOURI.GRAPHML,3,45,0.038461538461538464
MISSOURI.GRAPHML,3,12,0.057692307692307696
MISSOURI.GRAPHML,4,1,0.37735849056603776
MISSOURI.GRAPHML,4,17,0.2641509433962264
MISSOURI.GRAPHML,4,11,0.1320754716981132
MISSOURI.GRAPHML,4,2,0.20754716981132076
MISSOURI.GRAPHML,4,9,0.07547169811320754
MISSOURI.GRAPHML,4,41,0.018867924528301886
MISSOURI.GRAPHML,4,16,0.4716981132075472
MISSOURI.GRAPHML,4,5,0.018867924528301886
MISSOURI.GRAPHML,4,30,0.03773584905660377
MISSOURI.GRAPHML,4,62,0.1509433962264151
MISSOURI.GRAPHML,4,14,0.018867924528301886
MISSOURI.GRAPHML,4,42,0.11320754716981132
MISSOURI.GRAPHML,4,12,0.05660377358490566
MISSOURI.GRAPHML,4,45,0.03773584905660377
NET2,2,3,0.125
NET2,2,24,0.125
NET2,2,32,0.3333333333333333
NET2,2,5,0.041666666666666664
NET2,2,4,0.041666666666666664
NET2,2,15,0.041666666666666664
NET2,2,29,0.16666666666666666
NET2,2,1,0.08333333333333333
NET2,2,9,0.16666666666666666
NET2,2,17,0.041666666666666664
NET2,3,3,0.2
NET2,3,4,0.08
NET2,3,1,0.12
NET2,3,0,0.08
NET2,3,28,0.16
NET2,3,24,0.12
NET2,3,29,0.16
NET2,3,9,0.2
NET2,3,17,0.04
NET2,4,3,0.2
NET2,4,4,0.08
NET2,4,1,0.12
NET2,4,0,0.08
NET2,4,28,0.16
NET2,4,24,0.12
NET2,4,29,0.16
NET2,4,9,0.2
NET2,4,17,0.04
NIIF.GRAPHML,2,32,1.411764705882353
NIIF.GRAPHML,2,23,0.23529411764705882
NIIF.GRAPHML,3,25,0.8709677419354839
NIIF.GRAPHML,3,27,0.3548387096774194
NIIF.GRAPHML,3,19,0.12903225806451613
NIIF.GRAPHML,3,1,0.0967741935483871
NIIF.GRAPHML,3,5,0.1935483870967742
NIIF.GRAPHML,4,12,0.41379310344827586
NIIF.GRAPHML,4,24,0.034482758620689655
NIIF.GRAPHML,4,17,0.27586206896551724
NIIF.GRAPHML,4,19,0.1724137931034483
NIIF.GRAPHML,4,31,0.6206896551724138
NIIF.GRAPHML,4,3,0.10344827586206896
NIIF.GRAPHML,4,5,0.20689655172413793
NOEL.GRAPHML,2,15,0.5714285714285714
NOEL.GRAPHML,2,9,0.21428571428571427
NOEL.GRAPHML,2,18,0.07142857142857142
NOEL.GRAPHML,2,0,0.2857142857142857
NOEL.GRAPHML,2,8,0.07142857142857142
NOEL.GRAPHML,3,3,0.6428571428571429
NOEL.GRAPHML,3,2,0.42857142857142855
NOEL.GRAPHML,3,4,0.14285714285714285
NOEL.GRAPHML,3,12,0.14285714285714285
NOEL.GRAPHML,3,16,0.07142857142857142
NOEL.GRAPHML,4,2,0.07142857142857142
NOEL.GRAPHML,4,0,0.35714285714285715
NOEL.GRAPHML,4,9,0.2857142857142857
NOEL.GRAPHML,4,11,0.21428571428571427
NOEL.GRAPHML,4,15,0.35714285714285715
PIONIERL3.GRAPHML,2,34,0.5882352941176471
PIONIERL3.GRAPHML,2,0,1.0294117647058822
PIONIERL3.GRAPHML,2,6,0.5
PIONIERL3.GRAPHML,2,13,0.2647058823529412
PIONIERL3.GRAPHML,3,6,0.5
PIONIERL3.GRAPHML,3,13,0.28125
PIONIERL3.GRAPHML,3,3,0.40625
PIONIERL3.GRAPHML,3,8,0.5
PIONIERL3.GRAPHML,3,20,0.09375
PIONIERL3.GRAPHML,3,35,0.09375
PIONIERL3.GRAPHML,4,0,0.42424242424242425
PIONIERL3.GRAPHML,4,6,0.5454545454545454
PIONIERL3.GRAPHML,4,13,0.36363636363636365
PIONIERL3.GRAPHML,4,3,0.3939393939393939
PIONIERL3.GRAPHML,4,1,0.48484848484848486
REDIRIS.GRAPHML,2,16,0.46153846153846156
REDIRIS.GRAPHML,2,7,0.07692307692307693
REDIRIS.GRAPHML,2,9,0.07692307692307693
REDIRIS.GRAPHML,2,12,0.15384615384615385
REDIRIS.GRAPHML,2,3,0.15384615384615385
REDIRIS.GRAPHML,2,6,0.07692307692307693
REDIRIS.GRAPHML,3,0,0.16666666666666666
REDIRIS.GRAPHML,3,8,0.08333333333333333
REDIRIS.GRAPHML,3,13,0.08333333333333333
REDIRIS.GRAPHML,3,4,0.08333333333333333
REDIRIS.GRAPHML,3,10,0.16666666666666666
REDIRIS.GRAPHML,3,18,0.3333333333333333
REDIRIS.GRAPHML,3,12,0.16666666666666666
REDIRIS.GRAPHML,4,3,0.9333333333333333
REDIRIS.GRAPHML,4,6,0.26666666666666666
REDIRIS.GRAPHML,4,13,0.13333333333333333
REDIRIS.GRAPHML,4,8,0.06666666666666667
RENATER2010.GRAPHML,2,31,1.2
RENATER2010.GRAPHML,2,32,0.775
RENATER2010.GRAPHML,2,2,0.2
RENATER2010.GRAPHML,3,5,0.6923076923076923
RENATER2010.GRAPHML,3,30,1.1025641025641026
RENATER2010.GRAPHML,3,3,0.717948717948718
RENATER2010.GRAPHML,3,13,0.15384615384615385
RENATER2010.GRAPHML,4,0,0.85
RENATER2010.GRAPHML,4,2,0.1
RENATER2010.GRAPHML,4,32,1.0
RHNET.GRAPHML,2,10,0.18181818181818182
RHNET.GRAPHML,2,1,0.45454545454545453
RHNET.GRAPHML,2,11,0.2727272727272727
RHNET.GRAPHML,2,9,0.09090909090909091
RHNET.GRAPHML,2,15,0.36363636363636365
RHNET.GRAPHML,3,1,0.6153846153846154
RHNET.GRAPHML,3,9,1.0
RHNET.GRAPHML,3,11,0.3076923076923077
RHNET.GRAPHML,4,1,0.6153846153846154
RHNET.GRAPHML,4,9,1.0
RHNET.GRAPHML,4,11,0.3076923076923077
RNP.GRAPHML,2,5,1.1111111111111112
RNP.GRAPHML,2,16,1.1111111111111112
RNP.GRAPHML,2,9,0.037037037037037035
RNP.GRAPHML,2,4,0.1111111111111111
RNP.GRAPHML,3,5,0.25
RNP.GRAPHML,3,9,0.041666666666666664
RNP.GRAPHML,3,4,0.125
RNP.GRAPHML,3,0,0.125
RNP.GRAPHML,3,2,0.041666666666666664
RNP.GRAPHML,3,1,0.041666666666666664
RNP.GRAPHML,3,16,1.25
RNP.GRAPHML,4,5,2.076923076923077
RNP.GRAPHML,4,9,0.038461538461538464
RNP.GRAPHML,4,4,0.11538461538461539
RNP.GRAPHML,4,0,0.11538461538461539
RNP.GRAPHML,4,2,0.038461538461538464
ROEDUNETFIBRE.GRAPHML,2,4,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,2,42,0.36585365853658536
ROEDUNETFIBRE.GRAPHML,2,16,0.36585365853658536
ROEDUNETFIBRE.GRAPHML,2,0,0.14634146341463414
ROEDUNETFIBRE.GRAPHML,2,27,0.6341463414634146
ROEDUNETFIBRE.GRAPHML,2,25,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,2,44,0.17073170731707318
ROEDUNETFIBRE.GRAPHML,3,4,0.975609756097561
ROEDUNETFIBRE.GRAPHML,3,0,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,3,2,0.24390243902439024
ROEDUNETFIBRE.GRAPHML,3,16,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,3,25,0.2926829268292683
ROEDUNETFIBRE.GRAPHML,3,13,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,3,22,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,4,4,0.975609756097561
ROEDUNETFIBRE.GRAPHML,4,0,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,4,2,0.24390243902439024
ROEDUNETFIBRE.GRAPHML,4,16,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,4,13,0.0975609756097561
ROEDUNETFIBRE.GRAPHML,4,22,0.43902439024390244
ROEDUNETFIBRE.GRAPHML,4,25,0.04878048780487805
SINET.GRAPHML,2,34,0.42028985507246375
SINET.GRAPHML,2,35,0.14492753623188406
SINET.GRAPHML,2,20,0.36231884057971014
SINET.GRAPHML,2,24,0.15942028985507245
SINET.GRAPHML,2,49,0.5072463768115942
SINET.GRAPHML,3,66,0.21212121212121213
SINET.GRAPHML,3,70,0.13636363636363635
SINET.GRAPHML,3,4,0.10606060606060606
SINET.GRAPHML,3,18,0.07575757575757576
SINET.GRAPHML,3,52,0.36363636363636365
SINET.GRAPHML,3,6,0.07575757575757576
SINET.GRAPHML,3,35,0.5909090909090909
SINET.GRAPHML,3,0,0.10606060606060606
SINET.GRAPHML,4,73,0.19696969696969696
SINET.GRAPHML,4,70,0.803030303030303
SINET.GRAPHML,4,63,0.2878787878787879
SINET.GRAPHML,4,66,0.21212121212121213
SINET.GRAPHML,4,27,0.07575757575757576
SINET.GRAPHML,4,50,0.07575757575757576
SINET.GRAPHML,4,57,0.10606060606060606
SINET.GRAPHML,4,52,0.36363636363636365
SPRINT,2,4,0.5
SPRINT,2,10,0.375
SPRINT,2,0,0.125
SPRINT,3,1,1.0
SPRINT,3,3,0.25
SPRINT,3,2,0.125
SPRINT,4,2,0.125
SPRINT,4,10,1.0
SPRINT,4,9,0.125
SUNET.GRAPHML,2,2,0.15
SUNET.GRAPHML,2,16,0.15
SUNET.GRAPHML,2,1,0.2
SUNET.GRAPHML,2,9,0.2
SUNET.GRAPHML,2,10,0.2
SUNET.GRAPHML,2,22,0.4
SUNET.GRAPHML,3,1,0.19047619047619047
SUNET.GRAPHML,3,2,1.2857142857142858
SUNET.GRAPHML,3,9,0.19047619047619047
SUNET.GRAPHML,3,10,0.19047619047619047
SUNET.GRAPHML,3,16,0.14285714285714285
SUNET.GRAPHML,4,1,0.19047619047619047
SUNET.GRAPHML,4,2,1.2380952380952381
SUNET.GRAPHML,4,9,0.2857142857142857
SUNET.GRAPHML,4,17,0.23809523809523808
SUNET.GRAPHML,4,10,0.19047619047619047
SURFNET.GRAPHML,2,8,0.6304347826086957
SURFNET.GRAPHML,2,30,1.1956521739130435
SURFNET.GRAPHML,2,38,0.08695652173913043
SURFNET.GRAPHML,2,47,0.32608695652173914
SURFNET.GRAPHML,3,13,0.1282051282051282
SURFNET.GRAPHML,3,3,0.20512820512820512
SURFNET.GRAPHML,3,2,0.10256410256410256
SURFNET.GRAPHML,3,22,0.07692307692307693
SURFNET.GRAPHML,3,8,0.2564102564102564
SURFNET.GRAPHML,3,20,0.15384615384615385
SURFNET.GRAPHML,3,35,0.02564102564102564
SURFNET.GRAPHML,3,38,0.02564102564102564
SURFNET.GRAPHML,3,14,0.2564102564102564
SURFNET.GRAPHML,3,24,0.23076923076923078
SURFNET.GRAPHML,3,32,0.05128205128205128
SURFNET.GRAPHML,4,8,0.6428571428571429
SURFNET.GRAPHML,4,1,0.023809523809523808
SURFNET.GRAPHML,4,4,0.047619047619047616
SURFNET.GRAPHML,4,3,0.07142857142857142
SURFNET.GRAPHML,4,2,0.047619047619047616
SURFNET.GRAPHML,4,19,0.7857142857142857
SURFNET.GRAPHML,4,30,0.07142857142857142
SURFNET.GRAPHML,4,13,0.19047619047619047
SWITCHL3.GRAPHML,2,35,0.058823529411764705
SWITCHL3.GRAPHML,2,7,0.5
SWITCHL3.GRAPHML,2,34,0.20588235294117646
SWITCHL3.GRAPHML,2,37,0.08823529411764706
SWITCHL3.GRAPHML,2,30,0.029411764705882353
SWITCHL3.GRAPHML,2,31,0.14705882352941177
SWITCHL3.GRAPHML,2,1,0.058823529411764705
SWITCHL3.GRAPHML,2,23,0.14705882352941177
SWITCHL3.GRAPHML,3,34,0.6666666666666666
SWITCHL3.GRAPHML,3,32,0.6111111111111112
SWITCHL3.GRAPHML,3,33,0.08333333333333333
SWITCHL3.GRAPHML,3,12,0.25
SWITCHL3.GRAPHML,3,0,0.027777777777777776
SWITCHL3.GRAPHML,3,22,0.08333333333333333
SWITCHL3.GRAPHML,4,39,0.1875
SWITCHL3.GRAPHML,4,16,0.03125
SWITCHL3.GRAPHML,4,41,0.03125
SWITCHL3.GRAPHML,4,27,0.0625
SWITCHL3.GRAPHML,4,34,0.5
SWITCHL3.GRAPHML,4,20,0.03125
SWITCHL3.GRAPHML,4,24,0.0625
SWITCHL3.GRAPHML,4,28,0.03125
SWITCHL3.GRAPHML,4,22,0.09375
SWITCHL3.GRAPHML,4,23,0.125
TATANLD.GRAPHML,2,52,0.1774193548387097
TATANLD.GRAPHML,2,71,0.03225806451612903
TATANLD.GRAPHML,2,46,0.1935483870967742
TATANLD.GRAPHML,2,98,0.04838709677419355
TATANLD.GRAPHML,2,95,0.024193548387096774
TATANLD.GRAPHML,2,120,0.024193548387096774
TATANLD.GRAPHML,2,25,0.06451612903225806
TATANLD.GRAPHML,2,37,0.08064516129032258
TATANLD.GRAPHML,2,128,0.024193548387096774
TATANLD.GRAPHML,2,81,0.07258064516129033
TATANLD.GRAPHML,2,129,0.13709677419354838
TATANLD.GRAPHML,2,97,0.008064516129032258
TATANLD.GRAPHML,2,32,0.10483870967741936
TATANLD.GRAPHML,2,60,0.45161290322580644
TATANLD.GRAPHML,2,76,0.03225806451612903
TATANLD.GRAPHML,2,91,0.07258064516129033
TATANLD.GRAPHML,2,141,0.14516129032258066
TATANLD.GRAPHML,2,23,0.008064516129032258
TATANLD.GRAPHML,2,47,0.016129032258064516
TATANLD.GRAPHML,2,104,0.016129032258064516
TATANLD.GRAPHML,2,119,0.22580645161290322
TATANLD.GRAPHML,3,1,0.14754098360655737
TATANLD.GRAPHML,3,25,0.08196721311475409
TATANLD.GRAPHML,3,52,0.08196721311475409
TATANLD.GRAPHML,3,71,0.00819672131147541
TATANLD.GRAPHML,3,46,0.09016393442622951
TATANLD.GRAPHML,3,23,0.01639344262295082
TATANLD.GRAPHML,3,32,0.32786885245901637
TATANLD.GRAPHML,3,12,0.05737704918032787
TATANLD.GRAPHML,3,15,0.00819672131147541
TATANLD.GRAPHML,3,37,0.04918032786885246
TATANLD.GRAPHML,3,95,0.02459016393442623
TATANLD.GRAPHML,3,19,0.05737704918032787
TATANLD.GRAPHML,3,47,0.38524590163934425
TATANLD.GRAPHML,3,26,0.10655737704918032
TATANLD.GRAPHML,3,11,0.02459016393442623
TATANLD.GRAPHML,3,53,0.05737704918032787
TATANLD.GRAPHML,3,98,0.09016393442622951
TATANLD.GRAPHML,3,60,0.07377049180327869
TATANLD.GRAPHML,3,97,0.00819672131147541
TATANLD.GRAPHML,3,76,0.03278688524590164
TATANLD.GRAPHML,3,0,0.05737704918032787
TATANLD.GRAPHML,3,3,0.03278688524590164
